756	視	1,271	0.02%	83.02%
757	輸	1,264	0.02%	83.05%
758	值	1,263	0.02%	83.07%
759	獻	1,263	0.02%	83.09%
760	帶	1,263	0.02%	83.11%
761	銀	1,262	0.02%	83.14%
762	章	1,262	0.02%	83.16%
763	他	1,259	0.02%	83.18%
764	恬	1,257	0.02%	83.20%
765	o	1,253	0.02%	83.23%
766	孫	1,253	0.02%	83.25%
767	枝	1,248	0.02%	83.27%
768	街	1,247	0.02%	83.29%
769	房	1,246	0.02%	83.32%
770	志	1,246	0.02%	83.34%
771	引	1,243	0.02%	83.36%
772	簡	1,241	0.02%	83.38%
773	榮	1,241	0.02%	83.41%
774	gún	1,237	0.02%	83.43%
775	peh	1,237	0.02%	83.45%
776	批	1,236	0.02%	83.47%
777	試	1,235	0.02%	83.49%
778	紙	1,234	0.02%	83.52%
779	卻	1,232	0.02%	83.54%
780	典	1,228	0.02%	83.56%
781	樓	1,228	0.02%	83.58%
782	隔	1,228	0.02%	83.60%
783	區	1,223	0.02%	83.63%
784	價	1,223	0.02%	83.65%
785	麗	1,222	0.02%	83.67%
786	tàu	1,220	0.02%	83.69%
787	塗	1,217	0.02%	83.71%
788	而	1,215	0.02%	83.74%
789	候	1,213	0.02%	83.76%
790	畫	1,210	0.02%	83.78%
791	答	1,209	0.02%	83.80%
792	siuⁿ	1,201	0.02%	83.82%
793	鬼	1,191	0.02%	83.84%
794	篇	1,187	0.02%	83.87%
795	干	1,186	0.02%	83.89%
796	惠	1,186	0.02%	83.91%
797	翁	1,182	0.02%	83.93%
798	港	1,182	0.02%	83.95%
799	如	1,179	0.02%	83.97%
800	態	1,179	0.02%	83.99%
801	險	1,173	0.02%	84.01%
802	術	1,171	0.02%	84.03%
803	並	1,170	0.02%	84.06%
804	組	1,167	0.02%	84.08%
805	需	1,162	0.02%	84.10%
806	尊	1,162	0.02%	84.12%
807	團	1,161	0.02%	84.14%
808	證	1,160	0.02%	84.16%
809	停	1,154	0.02%	84.18%
810	嚴	1,153	0.02%	84.20%
811	且	1,152	0.02%	84.22%
812	thâi	1,150	0.02%	84.24%
813	宗	1,150	0.02%	84.26%
814	ke	1,149	0.02%	84.28%
815	o͘	1,146	0.02%	84.31%
816	借	1,146	0.02%	84.33%
817	務	1,144	0.02%	84.35%
818	兵	1,142	0.02%	84.37%
819	憐	1,140	0.02%	84.39%
820	守	1,140	0.02%	84.41%
821	版	1,134	0.02%	84.43%
822	境	1,132	0.02%	84.45%
823	毛	1,130	0.02%	84.47%
824	財	1,125	0.02%	84.49%
825	淡	1,124	0.02%	84.51%
826	養	1,122	0.02%	84.53%
827	越	1,121	0.02%	84.55%
828	戲	1,119	0.02%	84.57%
829	chhun	1,119	0.02%	84.59%
830	聯	1,116	0.02%	84.61%
831	七	1,115	0.02%	84.63%
832	埔	1,112	0.02%	84.65%
833	科	1,108	0.02%	84.67%
834	線	1,106	0.02%	84.69%
835	醒	1,103	0.02%	84.71%
836	sak	1,102	0.02%	84.73%
837	絕	1,100	0.02%	84.75%
838	抵	1,094	0.02%	84.77%
839	kho͘	1,094	0.02%	84.79%
840	楚	1,093	0.02%	84.81%
841	欠	1,088	0.02%	84.83%
842	嫁	1,087	0.02%	84.85%
843	島	1,087	0.02%	84.87%
844	pa	1,083	0.02%	84.89%
845	秀	1,082	0.02%	84.91%
846	費	1,081	0.02%	84.92%
847	列	1,078	0.02%	84.94%
848	圖	1,078	0.02%	84.96%
849	藥	1,077	0.02%	84.98%
850	軍	1,076	0.02%	85.00%
851	su	1,076	0.02%	85.02%
852	毋	1,075	0.02%	85.04%
853	惡	1,075	0.02%	85.06%
854	亂	1,071	0.02%	85.08%
855	伙	1,069	0.02%	85.10%
856	熟	1,069	0.02%	85.12%
857	翻	1,067	0.02%	85.14%
858	啦	1,066	0.02%	85.16%
859	告	1,063	0.02%	85.17%
860	哭	1,062	0.02%	85.19%
861	to̍h	1,060	0.02%	85.21%
862	皮	1,060	0.02%	85.23%
863	宣	1,060	0.02%	85.25%
864	眠	1,056	0.02%	85.27%
865	譯	1,054	0.02%	85.29%
866	里	1,054	0.02%	85.31%
867	姐	1,054	0.02%	85.33%
868	興	1,051	0.02%	85.35%
869	寶	1,049	0.02%	85.36%
870	惱	1,046	0.02%	85.38%
871	番	1,041	0.02%	85.40%
872	婆	1,036	0.02%	85.42%
873	良	1,035	0.02%	85.44%
874	段	1,032	0.02%	85.46%
875	悲	1,032	0.02%	85.48%
876	兒	1,030	0.02%	85.49%
877	息	1,025	0.02%	85.51%
878	整	1,022	0.02%	85.53%
879	鬥	1,021	0.02%	85.55%
880	sī	1,020	0.02%	85.57%
881	察	1,017	0.02%	85.59%
882	hông	1,017	0.02%	85.60%
883	趣	1,016	0.02%	85.62%
884	響	1,014	0.02%	85.64%
885	jōa	1,013	0.02%	85.66%
886	農	1,011	0.02%	85.68%
887	達	1,010	0.02%	85.70%
888	鼓	1,008	0.02%	85.71%
889	遍	1,005	0.02%	85.73%
890	偷	1,004	0.02%	85.75%
891	堅	1,003	0.02%	85.77%
892	片	989	0.02%	85.79%
893	普	987	0.02%	85.80%
894	修	987	0.02%	85.82%
895	勞	986	0.02%	85.84%
896	歇	985	0.02%	85.86%
897	撒	984	0.02%	85.87%
898	賞	982	0.02%	85.89%
899	派	980	0.02%	85.91%
900	忽	978	0.02%	85.93%
901	警	977	0.02%	85.94%
902	桌	977	0.02%	85.96%
903	圍	974	0.02%	85.98%
904	存	973	0.02%	86.00%
905	pêng	973	0.02%	86.01%
906	層	972	0.02%	86.03%
907	貴	971	0.02%	86.05%
908	富	970	0.02%	86.07%
909	hām	969	0.02%	86.08%
910	腦	966	0.02%	86.10%
911	hoah	965	0.02%	86.12%
912	責	964	0.02%	86.14%
913	拉	963	0.02%	86.15%
914	何	963	0.02%	86.17%
915	鐵	963	0.02%	86.19%
916	省	962	0.02%	86.21%
917	助	961	0.02%	86.22%
918	呣	961	0.02%	86.24%
919	孝	959	0.02%	86.26%
920	掛	959	0.02%	86.27%
921	賊	958	0.02%	86.29%
922	際	958	0.02%	86.31%
923	薄	957	0.02%	86.33%
924	源	954	0.02%	86.34%
925	ǹg	954	0.02%	86.36%
926	豬	953	0.02%	86.38%
927	格	950	0.02%	86.39%
928	茶	945	0.02%	86.41%
929	般	945	0.02%	86.43%
930	投	944	0.02%	86.45%
931	京	944	0.02%	86.46%
932	踏	939	0.02%	86.48%
933	軟	939	0.02%	86.50%
934	犯	938	0.02%	86.51%
935	退	937	0.02%	86.53%
936	評	935	0.02%	86.55%
937	忍	933	0.02%	86.56%
938	註	932	0.02%	86.58%
939	營	932	0.02%	86.60%
940	疑	932	0.02%	86.61%
941	chi̍t	929	0.02%	86.63%
942	河	929	0.02%	86.65%
943	環	928	0.02%	86.66%
944	耳	928	0.02%	86.68%
945	招	927	0.02%	86.70%
946	岸	924	0.02%	86.71%
947	野	924	0.02%	86.73%
948	床	923	0.02%	86.75%
949	男	923	0.02%	86.76%
950	oh	921	0.02%	86.78%
951	lia̍h	915	0.02%	86.80%
952	享	915	0.02%	86.81%
953	玉	913	0.02%	86.83%
954	khǹg	912	0.02%	86.85%
955	博	912	0.02%	86.86%
956	thô	909	0.02%	86.88%
957	tiām	909	0.02%	86.89%
958	編	908	0.02%	86.91%
959	律	907	0.02%	86.93%
960	tō͘	902	0.02%	86.94%
961	怨	899	0.02%	86.96%
962	塊	897	0.02%	86.98%
963	載	896	0.02%	86.99%
964	導	896	0.02%	87.01%
965	局	895	0.02%	87.02%
966	據	894	0.02%	87.04%
967	票	893	0.02%	87.06%
968	niâ	889	0.02%	87.07%
969	寡	885	0.02%	87.09%
970	哥	884	0.02%	87.10%
971	拼	884	0.02%	87.12%
972	竹	883	0.02%	87.14%
973	隊	881	0.02%	87.15%
974	夥	879	0.02%	87.17%
975	勤	877	0.02%	87.18%
976	腹	877	0.02%	87.20%
977	補	870	0.02%	87.21%
978	質	869	0.02%	87.23%
979	iáⁿ	869	0.02%	87.25%
980	tau	869	0.02%	87.26%
981	khang	867	0.02%	87.28%
982	óa	867	0.02%	87.29%
983	素	867	0.02%	87.31%
984	例	863	0.02%	87.32%
985	危	862	0.02%	87.34%
986	短	860	0.02%	87.35%
987	骨	860	0.02%	87.37%
988	油	859	0.02%	87.38%
989	圓	858	0.02%	87.40%
990	探	856	0.02%	87.42%
991	po͘	856	0.02%	87.43%
992	魂	854	0.02%	87.45%
993	pē	854	0.02%	87.46%
994	拖	854	0.02%	87.48%
995	gia̍h	854	0.02%	87.49%
996	介	854	0.02%	87.51%
997	符	852	0.02%	87.52%
998	丈	848	0.02%	87.54%
999	拿	847	0.02%	87.55%
1000	洋	845	0.02%	87.57%
1001	稱	844	0.02%	87.58%
1002	穩	843	0.02%	87.60%
1003	gah	842	0.02%	87.61%
1004	齊	842	0.02%	87.63%
1005	序	839	0.02%	87.64%
1006	壓	838	0.02%	87.66%
1007	香	837	0.02%	87.67%
1008	配	835	0.02%	87.69%
1009	幼	835	0.02%	87.70%
1010	九	834	0.02%	87.72%
1011	曲	832	0.01%	87.73%
1012	孔	832	0.01%	87.75%
1013	策	832	0.01%	87.76%
1014	即	830	0.01%	87.78%
1015	賜	829	0.01%	87.79%
1016	na	829	0.01%	87.81%
1017	袋	828	0.01%	87.82%
1018	搖	826	0.01%	87.84%
1019	罵	826	0.01%	87.85%
1020	伴	825	0.01%	87.87%
1021	網	824	0.01%	87.88%
1022	贏	823	0.01%	87.90%
1023	溫	822	0.01%	87.91%
1024	授	821	0.01%	87.93%
1025	娶	819	0.01%	87.94%
1026	室	817	0.01%	87.96%
1027	箍	814	0.01%	87.97%
1028	案	814	0.01%	87.99%
1029	雜	808	0.01%	88.00%
1030	neh	807	0.01%	88.01%
1031	siōng	805	0.01%	88.03%
1032	球	804	0.01%	88.04%
1033	駛	803	0.01%	88.06%
1034	星	802	0.01%	88.07%
1035	首	801	0.01%	88.09%
1036	憂	800	0.01%	88.10%
1037	慘	799	0.01%	88.12%
1038	雲	798	0.01%	88.13%
1039	屬	795	0.01%	88.14%
1040	蓮	794	0.01%	88.16%
1041	擋	793	0.01%	88.17%
1042	葉	791	0.01%	88.19%
1043	適	790	0.01%	88.20%
1044	chhē	789	0.01%	88.22%
1045	木	785	0.01%	88.23%
1046	純	785	0.01%	88.24%
1047	君	784	0.01%	88.26%
1048	孤	783	0.01%	88.27%
1049	添	780	0.01%	88.29%
1050	甲	779	0.01%	88.30%
1051	判	777	0.01%	88.31%
1052	館	777	0.01%	88.33%
1053	佛	777	0.01%	88.34%
1054	瑛	776	0.01%	88.36%
1055	迫	775	0.01%	88.37%
1056	祝	774	0.01%	88.38%
1057	閒	773	0.01%	88.40%
1058	肚	773	0.01%	88.41%
1059	詳	773	0.01%	88.42%
1060	莫	772	0.01%	88.44%
1061	懸	770	0.01%	88.45%
1062	概	769	0.01%	88.47%
1063	誤	769	0.01%	88.48%
1064	錯	768	0.01%	88.49%
1065	羊	768	0.01%	88.51%
1066	nah	767	0.01%	88.52%
1067	限	767	0.01%	88.54%
1068	效	766	0.01%	88.55%
1069	困	763	0.01%	88.56%
1070	se̍h	762	0.01%	88.58%
1071	被	762	0.01%	88.59%
1072	慰	762	0.01%	88.60%
1073	仙	761	0.01%	88.62%
1074	爿	761	0.01%	88.63%
1075	臭	758	0.01%	88.64%
1076	激	758	0.01%	88.66%
1077	甫	758	0.01%	88.67%
1078	bóng	757	0.01%	88.69%
1079	彩	749	0.01%	88.70%
1080	訪	749	0.01%	88.71%
1081	復	748	0.01%	88.73%
1082	毒	748	0.01%	88.74%
1083	賽	747	0.01%	88.75%
1084	巴	745	0.01%	88.77%
1085	頓	745	0.01%	88.78%
1086	唸	744	0.01%	88.79%
1087	緣	744	0.01%	88.81%
1088	幸	742	0.01%	88.82%
1089	莉	741	0.01%	88.83%
1090	toh	740	0.01%	88.85%
1091	吹	739	0.01%	88.86%
1092	刊	738	0.01%	88.87%
1093	呼	737	0.01%	88.89%
1094	刀	736	0.01%	88.90%
1095	監	735	0.01%	88.91%
1096	取	734	0.01%	88.93%
1097	sńg	729	0.01%	88.94%
1098	筆	727	0.01%	88.95%
1099	ta̍uh	727	0.01%	88.96%
1100	從	726	0.01%	88.98%
1101	顛	725	0.01%	88.99%
1102	錄	722	0.01%	89.00%
1103	嫌	720	0.01%	89.02%
1104	瑪	720	0.01%	89.03%
1105	chhit	719	0.01%	89.04%
1106	liâm	719	0.01%	89.06%
1107	令	718	0.01%	89.07%
1108	哀	716	0.01%	89.08%
1109	溝	716	0.01%	89.09%
1110	睭	715	0.01%	89.11%
1111	chiu	715	0.01%	89.12%
1112	闊	714	0.01%	89.13%
1113	舞	714	0.01%	89.15%
1114	允	712	0.01%	89.16%
1115	芳	711	0.01%	89.17%
1116	柴	711	0.01%	89.18%
1117	飽	711	0.01%	89.20%
1118	燈	710	0.01%	89.21%
1119	打	710	0.01%	89.22%
1120	陪	708	0.01%	89.23%
1121	具	708	0.01%	89.25%
1122	kài	708	0.01%	89.26%
1123	祭	707	0.01%	89.27%
1124	摸	706	0.01%	89.29%
1125	聚	704	0.01%	89.30%
1126	負	703	0.01%	89.31%
1127	喝	703	0.01%	89.32%
1128	nī	702	0.01%	89.34%
1129	職	701	0.01%	89.35%
1130	龍	701	0.01%	89.36%
1131	窗	700	0.01%	89.37%
1132	抱	697	0.01%	89.39%
1133	禁	694	0.01%	89.40%
1134	抗	692	0.01%	89.41%
1135	背	690	0.01%	89.42%
1136	忠	690	0.01%	89.44%
1137	寒	690	0.01%	89.45%
1138	劇	689	0.01%	89.46%
1139	器	688	0.01%	89.47%
1140	雪	688	0.01%	89.49%
1141	肯	688	0.01%	89.50%
1142	廣	687	0.01%	89.51%
1143	元	687	0.01%	89.52%
1144	往	686	0.01%	89.53%
1145	練	685	0.01%	89.55%
1146	tó	684	0.01%	89.56%
1147	藝	683	0.01%	89.57%
1148	此	683	0.01%	89.58%
1149	悔	682	0.01%	89.60%
1150	束	680	0.01%	89.61%
1151	吳	680	0.01%	89.62%
1152	迷	679	0.01%	89.63%
1153	欣	679	0.01%	89.64%
1154	鄭	678	0.01%	89.66%
1155	煮	678	0.01%	89.67%
1156	洲	677	0.01%	89.68%
1157	辭	676	0.01%	89.69%
1158	予	676	0.01%	89.71%
1159	密	676	0.01%	89.72%
1160	縣	675	0.01%	89.73%
1161	hiáu	675	0.01%	89.74%
1162	脫	674	0.01%	89.75%
1163	承	674	0.01%	89.77%
1164	勸	673	0.01%	89.78%
1165	蕃	671	0.01%	89.79%
1166	減	670	0.01%	89.80%
1167	嫂	670	0.01%	89.81%
1168	寄	669	0.01%	89.83%
1169	騙	665	0.01%	89.84%
1170	獎	664	0.01%	89.85%
1171	雅	663	0.01%	89.86%
1172	廳	662	0.01%	89.87%
1173	hiông	661	0.01%	89.89%
1174	la	660	0.01%	89.90%
1175	鼻	660	0.01%	89.91%
1176	ma	659	0.01%	89.92%
1177	湖	659	0.01%	89.93%
1178	級	654	0.01%	89.95%
1179	刻	654	0.01%	89.96%
1180	與	652	0.01%	89.97%
1181	充	652	0.01%	89.98%
1182	叔	651	0.01%	89.99%
1183	鬧	649	0.01%	90.00%
